1844,0
1531,0
97,0
1269,0
896,0
2957,0
1896,0
746,0
2253,0
955,0
794,0
3287,0
3358,0
1784,0
1698,0
1758,0
2203,0
3481,0
2746,0
299,0
125,0
3382,0
3080,0
1410,0
1490,0
1242,1
3357,0
3189,0
937,0
2709,0
2944,0
1570,0
995,0
659,1
188,0
926,0
429,0
509,0
2368,0
1833,0
1450,0
1240,0
1329,0
2163,0
2500,0
1334,0
3663,0
219,0
3518,0
1608,0
681,0
976,0
3538,0
2108,0
3528,1
1828,0
1423,0
1487,0
1003,0
2319,0
186,0
3313,0
702,0
1623,0
964,0
2482,0
886,0
251,0
595,0
17,0
1004,1
834,1
262,0
3492,0
910,1
2686,0
1831,0
493,0
392,0
2363,0
1665,0
2177,0
2141,0
644,0
2300,0
1187,0
448,0
1416,0
355,0
3572,0
1691,0
1851,0
1829,0
409,0
2858,0
3143,0
15,0
3459,0
1726,0
2379,0
2456,0
668,0
1118,0
2664,0
605,0
992,0
844,0
517,0
1407,0
2814,0
2325,0
2821,0
2342,0
648,0
3057,0
1653,0
3161,0
878,0
1687,0
2497,0
323,0
1328,0
730,0
1587,0
2782,0
1643,0
2937,0
2219,0
3561,0
314,0
1671,0
516,0
2785,0
2409,0
3373,1
755,0
3290,0
1129,0
2185,0
3221,0
2780,0
162,0
3362,0
720,0
534,0
1080,0
3123,0
3166,0
2658,0
196,0
1313,0
3153,0
277,0
2964,0
1970,0
3609,0
265,0
909,0
159,1
1712,0
67,0
645,0
3381,0
2454,0
1749,0
2856,0
3164,0
559,0
2901,0
1514,0
2235,0
460,0
1062,0
2975,0
859,0
968,0
2609,0
2533,0
2178,0
1869,0
519,0
3658,0
3579,0
569,0
2307,0
3484,0
2953,0
3630,0
2593,0
586,0
2000,0
3354,1
2620,0
86,0
967,1
2130,0
1016,0
3638,0
3089,0
2271,0
1321,0
3377,0
3047,0
2287,0
42,0
382,0
1325,0
1554,0
1778,0
1680,0
2113,0
854,0
2336,0
398,0
1786,0
2927,0
2550,0
3475,0
469,0
3003,0
567,0
1411,1
3092,0
3531,0
436,0
933,1
2739,0
1050,0
2135,0
1684,0
3472,0
2577,0
1455,1
810,1
1934,0
568,0
2576,0
19,0
3336,0
221,0
1770,0
3664,0
2826,0
520,0
2038,0
544,0
1816,0
407,0
3457,0
1540,0
1804,0
3338,1
3118,0
3477,0
2136,0
3329,0
486,0
1257,0
2437,0
549,0
1746,0
2843,0
2960,0
2932,0
691,0
1254,0
1216,0
3046,0
114,0
1366,0
88,0
498,0
1193,0
2655,0
1429,0
2845,0
2984,0
1677,0
1808,0
2616,0
2371,0
853,0
2715,0
3339,1
1506,0
1885,0
180,0
3512,0
73,0
1874,0
2902,0
1827,0
2407,0
1771,0
2853,0
768,0
497,0
3542,1
665,1
2509,0
259,0
1772,0
2143,0
3374,0
3040,0
1338,0
631,0
1867,0
275,0
157,0
3385,0
1668,0
1856,0
1564,0
1854,0
1723,0
3157,0
1731,0
643,0
1858,0
2656,0
2066,0
1777,0
2764,0
1891,0
1741,0
1431,0
2560,0
3648,0
1430,0
1794,0
2033,0
1872,0
1823,0
2792,0
210,1
2952,0
3295,0
3160,0
2106,0
1495,0
1534,0
1944,0
750,0
2065,0
1078,0
211,0
1343,0
632,0
285,0
3593,0
319,0
739,0
3607,0
2419,0
2594,0
234,0
1071,0
3306,0
709,0
2095,0
3389,0
2119,0
2057,0
3225,0
1819,0
2267,0
2400,0
