697,1
2949,0
1350,0
836,1
2475,0
120,1
935,0
331,1
2112,0
1417,0
2055,0
3460,0
1386,0
1483,0
115,0
3626,0
961,0
2914,0
1593,0
930,1
590,1
1371,1
368,1
3642,0
1082,1
513,1
1139,1
3202,0
2034,0
2886,0
3239,0
1806,0
2511,0
1568,0
1603,0
1886,0
3217,0
3465,0
770,1
800,1
1785,0
223,1
166,1
3595,0
554,1
3606,0
2646,0
153,1
2681,0
3178,0
1358,1
3635,0
1131,0
2784,0
2331,0
3222,0
3340,0
370,1
3223,0
3555,0
1660,0
738,1
2610,1
3198,1
2544,0
21,1
3193,0
3248,0
2216,0
2611,0
2082,0
2278,0
472,1
3617,0
3001,0
1025,1
1888,0
2954,0
3279,0
2788,0
1023,1
1654,0
2350,0
3137,0
1418,0
1751,0
3037,0
379,1
56,1
2435,0
829,0
708,1
594,1
245,1
1566,1
179,1
512,1
2559,0
1906,0
1267,1
2142,0
2530,0
2255,0
1144,1
2207,0
1166,1
1925,0
55,1
2635,0
2721,0
305,1
2503,0
24,0
3361,0
3359,0
1165,1
2158,0
2651,0
3069,0
3237,0
3562,0
49,1
792,1
1926,0
286,0
1132,1
1362,1
2417,0
212,1
1727,0
2366,0
3347,0
543,1
1125,1
1056,1
2221,0
3514,0
777,1
3399,0
2885,0
3186,0
2584,0
528,1
3085,0
806,1
2761,0
2322,0
3393,0
1395,1
1145,1
2149,0
652,1
1813,0
2567,0
2733,0
2857,0
1276,1
2906,0
1666,0
1870,0
1114,1
3602,0
438,0
3333,0
1980,0
3369,1
893,1
1779,0
451,1
530,1
2338,0
1427,1
70,1
913,1
1477,1
1527,0
433,1
1592,0
2549,1
1287,1
2199,0
524,0
1745,0
786,1
173,1
735,1
2632,0
560,1
1667,0
887,1
65,1
3446,0
2031,0
1103,1
2768,0
2172,0
59,1
3665,0
3335,0
3310,0
2014,1
2194,0
2425,0
496,1
63,1
3445,0
1317,1
2017,0
1188,1
2829,0
1690,0
2246,0
1090,1
2743,0
2457,0
57,1
135,1
2132,0
119,1
3033,0
680,1
338,1
256,1
1682,0
965,1
1359,1
2161,0
100,0
839,1
2160,0
3252,0
3026,0
3093,0
3179,0
389,0
2948,0
198,0
1402,1
3660,0
3138,0
3551,0
1565,0
2405,0
2763,0
2103,1
2869,0
3140,0
3643,0
2355,0
77,1
3220,0
2603,0
1646,0
2058,0
400,1
2413,0
2568,0
143,1
2313,0
587,1
2490,0
1901,0
811,1
3000,0
2677,0
577,1
1987,0
2071,0
1360,1
2094,0
774,0
2587,0
2722,0
3182,0
2472,0
226,1
1452,1
678,1
1730,0
1803,0
1491,0
2063,0
2285,0
3447,0
511,1
2166,0
1711,0
2191,0
236,1
1020,1
1650,0
2414,0
2833,0
2842,0
1720,0
339,1
3061,0
2877,0
561,0
348,1
2680,0
237,1
2012,0
2402,0
897,1
515,1
1748,0
2887,0
2052,0
3208,0
3200,0
1073,1
32,1
987,1
2258,0
609,0
604,1
1578,0
1294,0
474,0
3314,0
2323,0
2923,0
3233,0
1932,0
2473,0
2772,1
2447,0
1740,0
666,1
1176,1
711,1
1108,1
2073,0
1488,0
2001,0
1718,0
2532,0
655,1
1612,0
3146,0
2087,0
2101,0
1895,0
931,1
958,1
1045,1
3466,0
165,1
2508,0
2424,0
1330,1
1160,1
988,1
3615,0
3387,1
3493,0
9,1
1774,0
1837,0
2140,0
3601,0
414,0
2260,0
7,1
855,1
483,1
2734,0
